"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"746","tt0464799","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","The Curse of King Tut's Tomb","TV Movie","Russell Mulcahy","","4.4","170","2006","adventure, fantasy, horror","1783","2006-04-11","http://www.imdb.com/title/tt0464799/"
"747","tt0129871","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Desperation","TV Movie","Mick Garris","","5.3","131","2006","drama, fantasy, horror, mystery, thriller","9129","2006-05-23","http://www.imdb.com/title/tt0129871/"
"748","tt0102724","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Psycho IV: The Beginning","TV Movie","Mick Garris","","5.5","96","1990","horror, mystery, thriller","5012","1990-11-10","http://www.imdb.com/title/tt0102724/"
"749","tt0355987","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Salem's Lot","TV Movie","Mikael Salomon","","6.2","181","2004","drama, horror, mystery, thriller","7810","2004-06-02","http://www.imdb.com/title/tt0355987/"
"750","tt0131620","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Tower of Terror","TV Movie","D.J. MacHale","","6.2","89","1997","horror, thriller, comedy, family","2572","1997-10-26","http://www.imdb.com/title/tt0131620/"
"751","tt0102960","Sun May 12 17:22:02 2013","Sun May 12 17:22:02 2013","","Sometimes They Come Back","TV Movie","Tom McLoughlin","","5.7","97","1991","drama, horror, thriller","6428","1991-05-07","http://www.imdb.com/title/tt0102960/"
"752","tt0113303","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Hideaway","Feature Film","Brett Leonard","","5.3","106","1995","fantasy, horror, thriller","5060","1995-03-03","http://www.imdb.com/title/tt0113303/"
"753","tt0096118","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Sleepaway Camp II: Unhappy Campers","Feature Film","Michael A. Simpson","","5.8","80","1988","comedy, horror","6948","1988-08-26","http://www.imdb.com/title/tt0096118/"
"754","tt0347840","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Rabbits","Feature Film","David Lynch","","7.0","50","2002","drama, fantasy, horror, mystery, thriller","4794","2002","http://www.imdb.com/title/tt0347840/"
"755","tt0286594","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Close Your Eyes","Feature Film","Nick Willing","","6.2","108","2002","crime, horror, mystery, thriller","2657","2002-08-16","http://www.imdb.com/title/tt0286594/"
"756","tt0096119","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Sleepaway Camp III: Teenage Wasteland","Feature Film","Michael A. Simpson","","5.3","80","1989","comedy, horror","4930","1989-08-04","http://www.imdb.com/title/tt0096119/"
"757","tt0453533","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Unrest","Feature Film","Jason Todd Ipson","","5.0","88","2006","horror, thriller","6842","2006-09-07","http://www.imdb.com/title/tt0453533/"
"758","tt0415679","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Boy Eats Girl","Feature Film","Stephen Bradley","","5.1","80","2005","comedy, fantasy, horror","3347","2005-07-03","http://www.imdb.com/title/tt0415679/"
"759","tt0943326","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Naked Fear","Feature Film","Thom Eberhardt","","5.5","104","2007","horror, thriller","1647","2007-04-01","http://www.imdb.com/title/tt0943326/"
"760","tt0462160","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Dead Tone","Feature Film","Brian Hooks, Deon Taylor","","4.7","100","2007","horror, thriller","2334","2007-08-24","http://www.imdb.com/title/tt0462160/"
"761","tt0804507","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Mother of Tears","Feature Film","Dario Argento","","5.1","102","2007","horror","7110","2007-09-06","http://www.imdb.com/title/tt0804507/"
"762","tt0107664","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Necronomicon: Book of Dead","Feature Film","Christophe Gans, Shûsuke Kaneko","","5.7","96","1993","horror","3975","1993-11","http://www.imdb.com/title/tt0107664/"
"763","tt0069895","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","The Crazies","Feature Film","George A. Romero","","6.1","103","1973","action, horror, sci_fi","7949","1973-03-16","http://www.imdb.com/title/tt0069895/"
"764","tt0094961","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Dead Heat","Feature Film","Mark Goldblatt","","6.0","86","1988","action, comedy, horror, sci_fi, thriller","4725","1988-05-06","http://www.imdb.com/title/tt0094961/"
"765","tt0112625","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Candyman: Farewell to the Flesh","Feature Film","Bill Condon","","5.2","93","1995","horror","7386","1995-03-17","http://www.imdb.com/title/tt0112625/"
"766","tt0405977","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Chaos","Feature Film","David DeFalco","","3.2","74","2005","horror, thriller","1735","2005-08-10","http://www.imdb.com/title/tt0405977/"
"767","tt1129441","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","ThanksKilling","Feature Film","Jordan Downey","","4.3","70","2009","comedy, horror, thriller","2705","2008-12-06","http://www.imdb.com/title/tt1129441/"
"768","tt0475417","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Unearthed","Feature Film","Matthew Leutwyler","","4.0","93","2007","horror, mystery, sci_fi, thriller","3156","2007-04-27","http://www.imdb.com/title/tt0475417/"
"769","tt0494199","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","5ive Girls","Feature Film","Warren P. Sonoda","","4.5","95","2006","horror, thriller","2780","2006-10-10","http://www.imdb.com/title/tt0494199/"
"770","tt0175526","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Cherry Falls","Feature Film","Geoffrey Wright","","5.1","92","2000","horror, mystery, thriller","9845","2000-07-29","http://www.imdb.com/title/tt0175526/"
"771","tt0124102","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Strangeland","Feature Film","John Pieplow","","5.0","85","1998","horror, thriller","5583","1998-10-02","http://www.imdb.com/title/tt0124102/"
"772","tt0082910","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Piranha Part Two: The Spawning","Feature Film","James Cameron","","3.5","84","1981","drama, horror, romance, sci_fi","5802","1981-12","http://www.imdb.com/title/tt0082910/"
"773","tt0068284","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Blacula","Feature Film","William Crain","","5.6","93","1972","fantasy, horror, romance, thriller","3956","1972-08-25","http://www.imdb.com/title/tt0068284/"
"774","tt0093220","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","House II: The Second Story","Feature Film","Ethan Wiley","","5.4","88","1987","comedy, fantasy, horror","7541","1987-05-14","http://www.imdb.com/title/tt0093220/"
"775","tt0105217","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Raising Cain","Feature Film","Brian De Palma","5","6.0","91","1992","crime, drama, thriller","9787","1992-08-07","http://www.imdb.com/title/tt0105217/"
"776","tt0111003","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","The Puppet Masters","Feature Film","Stuart Orme","","5.9","109","1994","horror, sci_fi, thriller","6835","1994-10-21","http://www.imdb.com/title/tt0111003/"
"777","tt0114609","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Tales from the Hood","Feature Film","Rusty Cundieff","","6.1","98","1995","comedy, horror, thriller","4521","1995-05-24","http://www.imdb.com/title/tt0114609/"
"778","tt0166110","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Bones","Feature Film","Ernest Dickerson","","4.0","96","2001","crime, horror","5559","2001-10-24","http://www.imdb.com/title/tt0166110/"
"779","tt0402249","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","The Dark Hours","Feature Film","Paul Fox","","6.1","80","2005","horror, thriller","4759","2005-03-11","http://www.imdb.com/title/tt0402249/"
"780","tt0252963","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","The Bunker","Feature Film","Rob Green","","5.5","95","2001","drama, horror, mystery, thriller, war","5086","2001-09-14","http://www.imdb.com/title/tt0252963/"
"781","tt0100475","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Repossessed","Feature Film","Bob Logan","","4.7","80","1990","comedy, fantasy, horror","6349","1990-09-14","http://www.imdb.com/title/tt0100475/"
"782","tt0097390","Sun May 12 17:22:49 2013","Sun May 12 17:22:49 2013","","Fright Night Part 2","Feature Film","Tommy Lee Wallace","","5.9","104","1988","comedy, horror, thriller","7998","1988-10","http://www.imdb.com/title/tt0097390/"
"783","tt0095488","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","The Lair of the White Worm","Feature Film","Ken Russell","","5.8","93","1988","comedy, horror","7221","1988-09-14","http://www.imdb.com/title/tt0095488/"
"784","tt0081186","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Mother's Day","Feature Film","Charles Kaufman","","5.4","90","1980","horror, thriller","3279","1980-09-19","http://www.imdb.com/title/tt0081186/"
"785","tt0082242","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Dead & Buried","Feature Film","Gary A. Sherman","","6.6","94","1981","horror, mystery, sci_fi","6932","1981-05-29","http://www.imdb.com/title/tt0082242/"
"786","tt0086610","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Xtro","Feature Film","Harry Bromley Davenport","","5.5","81","1982","horror, sci_fi","3774","1982-12-06","http://www.imdb.com/title/tt0086610/"
"787","tt0082497","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","The Hand","Feature Film","Oliver Stone","","5.4","104","1981","drama, horror, thriller","4310","1981-04-24","http://www.imdb.com/title/tt0082497/"
"788","tt0082449","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Ghost Story","Feature Film","John Irvin","","6.2","110","1981","drama, horror, thriller","5549","1981-12-15","http://www.imdb.com/title/tt0082449/"
"789","tt0074670","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Ilsa, Harem Keeper of the Oil Sheiks","Feature Film","Don Edmonds","","5.2","85","1976","thriller","2037","1976-03","http://www.imdb.com/title/tt0074670/"
"790","tt0076150","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Alice Sweet Alice","Feature Film","Alfred Sole","","6.5","98","1976","horror, mystery, thriller","5555","1976-11-13","http://www.imdb.com/title/tt0076150/"
"791","tt0076590","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Rabid","Feature Film","David Cronenberg","","6.4","91","1977","horror, sci_fi","10118","1977-04-08","http://www.imdb.com/title/tt0076590/"
"792","tt0068264","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Ben","Feature Film","Phil Karlson","5","5.2","94","1972","horror, thriller","1478","1972-06-23","http://www.imdb.com/title/tt0068264/"
"793","tt0070622","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Sssssss","Feature Film","Bernard L. Kowalski","","5.3","99","1973","horror, sci_fi","2306","1973-07","http://www.imdb.com/title/tt0070622/"
"794","tt0069956","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Sacrifice!","Feature Film","Umberto Lenzi","","5.5","93","1972","adventure, horror","1417","1972-08-08","http://www.imdb.com/title/tt0069956/"
"795","tt0075931","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Demon Seed","Feature Film","Donald Cammell","","6.3","94","1977","horror, sci_fi","5761","1977-04-08","http://www.imdb.com/title/tt0075931/"
"796","tt0099697","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Graveyard Shift","Feature Film","Ralph S. Singleton","","4.7","89","1990","horror","6779","1990-10-26","http://www.imdb.com/title/tt0099697/"
"797","tt0107504","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Man's Best Friend","Feature Film","John Lafia","","5.0","87","1993","comedy, horror, sci_fi, thriller","2985","1993-11-19","http://www.imdb.com/title/tt0107504/"
"798","tt0116095","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Diabolique","Feature Film","Jeremiah Chechik","","5.3","107","1996","drama, horror, thriller, mystery","11002","1996-03-22","http://www.imdb.com/title/tt0116095/"
"799","tt0117002","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Mary Reilly","Feature Film","Stephen Frears","","5.8","108","1996","drama, horror, romance, thriller","11817","1996-02-23","http://www.imdb.com/title/tt0117002/"
"800","tt0160484","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Lost Souls","Feature Film","Janusz Kaminski","","4.8","97","2000","drama, horror, thriller","9290","2000-10-13","http://www.imdb.com/title/tt0160484/"
"801","tt0294594","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","The Gathering","Feature Film","Brian Gilbert","","5.7","96","2003","horror, thriller","6663","2003-01","http://www.imdb.com/title/tt0294594/"
"802","tt0222812","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Beyond Re-Animator","Feature Film","Brian Yuzna","","5.9","96","2003","comedy, crime, horror, sci_fi, thriller","8697","2003-04-04","http://www.imdb.com/title/tt0222812/"
"803","tt0110329","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Leprechaun 2","Feature Film","Rodman Flender","","4.3","85","1994","comedy, fantasy, horror","6174","1994-04-08","http://www.imdb.com/title/tt0110329/"
"804","tt0138703","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Phantasm IV: Oblivion","Feature Film","Don Coscarelli","","5.7","90","1998","fantasy, horror, sci_fi","4349","1998-07-31","http://www.imdb.com/title/tt0138703/"
"805","tt0094886","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Clownhouse","Feature Film","Victor Salva","","5.8","81","1989","horror","3220","1989-01","http://www.imdb.com/title/tt0094886/"
"806","tt0100827","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Two Evil Eyes","Feature Film","Dario Argento, George Romero","","6.1","120","1990","horror","4242","1990-01-25","http://www.imdb.com/title/tt0100827/"
"807","tt0106753","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Doppelganger","Feature Film","Avi Nesher","","4.1","104","1993","horror, romance, thriller","2620","1993-01","http://www.imdb.com/title/tt0106753/"
"808","tt0094057","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Street Trash","Feature Film","Jim Muro","","6.2","91","1987","comedy, horror","5916","1987-01","http://www.imdb.com/title/tt0094057/"
"809","tt0095989","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Return of the Killer Tomatoes!","Feature Film","John De Bello","","5.1","98","1988","comedy, horror, sci_fi","5432","1988-04-22","http://www.imdb.com/title/tt0095989/"
"810","tt0082431","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Galaxy of Terror","Feature Film","B.D. Clark","","5.1","81","1981","action, adventure, horror, sci_fi","4077","1981-10","http://www.imdb.com/title/tt0082431/"
"811","tt0067341","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Let's Scare Jessica to Death","Feature Film","John Hancock","","6.5","89","1971","drama, fantasy, horror, mystery","5112","1971-08-06","http://www.imdb.com/title/tt0067341/"
"812","tt0066740","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","The Abominable Dr. Phibes","Feature Film","Robert Fuest","","7.2","94","1971","comedy, crime, horror","10042","1971-05-18","http://www.imdb.com/title/tt0066740/"
"813","tt0072979","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Female Trouble","Feature Film","John Waters","","7.3","89","1974","comedy, crime","5481","1974-10-04","http://www.imdb.com/title/tt0072979/"
"814","tt0077530","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Eyes of Laura Mars","Feature Film","Irvin Kershner","","6.1","104","1978","horror, mystery, thriller","6096","1978-08-02","http://www.imdb.com/title/tt0077530/"
"815","tt0085159","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Amityville 3-D","Feature Film","Richard Fleischer","","4.0","105","1983","horror","4135","1983-11-18","http://www.imdb.com/title/tt0085159/"
"816","tt0091276","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Invaders from Mars","Feature Film","Tobe Hooper","","5.5","100","1986","horror, sci_fi","5120","1986-06-06","http://www.imdb.com/title/tt0091276/"
"817","tt0108517","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Warlock: The Armageddon","Feature Film","Anthony Hickox","","5.3","98","1993","fantasy, horror","3885","1993-05","http://www.imdb.com/title/tt0108517/"
"818","tt0115610","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Bad Moon","Feature Film","Eric Red","","5.7","80","1996","horror","3756","1996-11-01","http://www.imdb.com/title/tt0115610/"
"819","tt0245120","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","The Forsaken","Feature Film","J.S. Cardone","","5.3","90","2001","horror, thriller","7266","2001-04-27","http://www.imdb.com/title/tt0245120/"
"820","tt0218619","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Soul Survivors","Feature Film","Steve Carpenter","","3.9","84","2001","drama, horror, mystery, thriller","7256","2001-09-06","http://www.imdb.com/title/tt0218619/"
"821","tt0307109","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","The Lost Skeleton of Cadavra","Feature Film","Larry Blamire","","7.0","90","2001","comedy, horror, sci_fi","4097","2001-09","http://www.imdb.com/title/tt0307109/"
"822","tt0206226","Sun May 12 17:22:50 2013","Sun May 12 17:22:50 2013","","Psycho Beach Party","Feature Film","Robert Lee King","","6.3","95","2000","comedy, horror, mystery","4577","2000-01-23","http://www.imdb.com/title/tt0206226/"
