"position","const","created","modified","description","Title","Title type","Directors","RDLongoria rated","IMDb Rating","Runtime (mins)","Year","Genres","Num. Votes","Release Date (month/day/year)","URL"
"969","tt0075343","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Track of the Moon Beast","Feature Film","Dick Ashe","","2.1","90","1976","horror, sci_fi","2912","1976","http://www.imdb.com/title/tt0075343/"
"970","tt0070222","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Invasion of the Bee Girls","Feature Film","Denis Sanders","","5.1","85","1973","horror, sci_fi","1679","1973-06-01","http://www.imdb.com/title/tt0070222/"
"971","tt0069464","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Virgin Witch","Feature Film","Ray Austin","","4.9","88","1972","horror","656","1972-06-08","http://www.imdb.com/title/tt0069464/"
"972","tt0090771","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Breeders","Feature Film","Tim Kincaid","","3.4","77","1986","horror, sci_fi","1458","1986-05","http://www.imdb.com/title/tt0090771/"
"973","tt0070656","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Scream Blacula Scream","Feature Film","Bob Kelljan","","5.6","96","1973","fantasy, horror","1474","1973-06-27","http://www.imdb.com/title/tt0070656/"
"974","tt0097527","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","The Horror Show","Feature Film","James Isaac","","4.8","95","1989","horror","2331","1989-04-28","http://www.imdb.com/title/tt0097527/"
"975","tt0067924","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Vampire Circus","Feature Film","Robert Young","","6.5","87","1972","horror","2529","1972-04-30","http://www.imdb.com/title/tt0067924/"
"976","tt0068503","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Dr. Phibes Rises Again","Feature Film","Robert Fuest","","6.4","89","1972","comedy, horror","4013","1972-07","http://www.imdb.com/title/tt0068503/"
"977","tt0118840","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","The Manson Family","Feature Film","Jim Van Bebber","","5.5","95","1997","crime, drama, history, horror, thriller","2639","1997-07","http://www.imdb.com/title/tt0118840/"
"978","tt0065491","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Mark of the Devil","Feature Film","Michael Armstrong","","6.1","90","1970","drama, history, horror, thriller","2091","1970-02-19","http://www.imdb.com/title/tt0065491/"
"979","tt1135933","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Never Cry Werewolf","TV Movie","Brenton Spencer","","4.9","87","2008","horror","1955","2008-05-11","http://www.imdb.com/title/tt1135933/"
"980","tt0491807","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","See No Evil: The Moors Murders","Mini-Series","Christopher Menaul","","7.3","180","2006","crime, drama, thriller","725","2006-05-14","http://www.imdb.com/title/tt0491807/"
"981","tt0383393","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Helter Skelter","TV Movie","John Gray","","6.5","180","2004","action, crime, drama, horror, thriller","2686","2004-05-16","http://www.imdb.com/title/tt0383393/"
"982","tt0098672","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","The Woman in Black","TV Movie","Herbert Wise","","7.4","100","1989","horror, mystery","3654","1989-12-24","http://www.imdb.com/title/tt0098672/"
"983","tt0099188","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Buried Alive","TV Movie","Frank Darabont","","6.6","93","1990","horror, thriller","2859","1990-05-09","http://www.imdb.com/title/tt0099188/"
"984","tt0073820","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Trilogy of Terror","TV Movie","Dan Curtis","","6.8","72","1975","horror, thriller","3632","1975-03-04","http://www.imdb.com/title/tt0073820/"
"985","tt0084747","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Sweeney Todd: The Demon Barber of Fleet Street","TV Movie","Terry Hughes, Harold Prince","","8.5","140","1982","musical, drama, thriller, horror","2909","1982-09-12","http://www.imdb.com/title/tt0084747/"
"986","tt0102585","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Omen IV: The Awakening","TV Movie","Jorge Montesi, Dominique Othenin-Girard","","3.9","97","1991","horror, mystery, thriller","4541","1991-05-20","http://www.imdb.com/title/tt0102585/"
"987","tt0106763","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Double, Double Toil and Trouble","TV Movie","Stuart Margolin","","5.7","96","1993","adventure, comedy, family, fantasy, horror","2304","1993-10-30","http://www.imdb.com/title/tt0106763/"
"988","tt0091069","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Fortress","Feature Film","Arch Nicholson","","7.2","85","1985","action, horror, thriller","1906","1985-11-24","http://www.imdb.com/title/tt0091069/"
"989","tt0069992","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Don't Be Afraid of the Dark","TV Movie","John Newland","","6.9","74","1973","horror","2529","1973-10-10","http://www.imdb.com/title/tt0069992/"
"990","tt0350811","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","The Diary of Ellen Rimbauer","TV Movie","Craig R. Baxley","","5.5","88","2003","drama, horror, mystery, thriller","2815","2003-05-12","http://www.imdb.com/title/tt0350811/"
"991","tt0297120","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Firestarter 2: Rekindled","TV Movie","Robert Iscove","","5.0","168","2002","horror, sci_fi, thriller","2298","2002-03-10","http://www.imdb.com/title/tt0297120/"
"992","tt0161970","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Shark Attack","TV Movie","Bob Misiorowski","","3.4","95","1999","horror, action","2357","1999-05-28","http://www.imdb.com/title/tt0161970/"
"993","tt0189071","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Scooby-Doo and the Ghoul School","TV Movie","Charles A. Nichols, Ray Patterson","","6.9","92","1988","animation, comedy, fantasy, mystery","2391","1988-07","http://www.imdb.com/title/tt0189071/"
"994","tt0077788","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","KISS Meets the Phantom of the Park","TV Movie","Gordon Hessler","","4.6","96","1978","fantasy, horror, music, mystery, sci_fi","2218","1978-10-28","http://www.imdb.com/title/tt0077788/"
"995","tt0070003","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Dracula","TV Movie","Dan Curtis","","6.4","98","1974","horror","1107","1974-02-08","http://www.imdb.com/title/tt0070003/"
"996","tt0365677","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Red Water","TV Movie","Charles Robert Carner","","4.1","92","2003","horror","2162","2003-08-17","http://www.imdb.com/title/tt0365677/"
"997","tt0106449","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Body Bags","TV Movie","John Carpenter, Tobe Hooper","","6.0","91","1993","sci_fi, horror, comedy, thriller","5083","1993-08-08","http://www.imdb.com/title/tt0106449/"
"998","tt0095330","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","The Hound of the Baskervilles","TV Movie","Brian Mills","","8.0","105","1988","crime, drama, horror, mystery","2833","1988-08-31","http://www.imdb.com/title/tt0095330/"
"999","tt0067490","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","The Night Stalker","TV Movie","John Llewellyn Moxey","","7.8","74","1972","horror, mystery","3440","1972-01-11","http://www.imdb.com/title/tt0067490/"
"1000","tt0068622","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Gargoyles","TV Movie","B.W.L. Norton","","6.4","74","1972","horror","1502","1972-11-21","http://www.imdb.com/title/tt0068622/"
"1001","tt0074621","Sun May 12 17:22:52 2013","Sun May 12 17:22:52 2013","","Helter Skelter","TV Movie","Tom Gries","","7.4","119","1976","crime, drama, thriller","2511","1976-04-01","http://www.imdb.com/title/tt0074621/"
"1002","tt2699394","Sun May 12 17:23:41 2013","Sun May 12 17:23:41 2013","","Hidden Valley the Awakening","Feature Film","John Carl Buechler","","","","2017","thriller","","2017-11-13","http://www.imdb.com/title/tt2699394/"
"1003","tt0318497","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Nine Lives","Video","Andrew Green","","2.3","85","2002","horror, thriller","3103","2002-08-26","http://www.imdb.com/title/tt0318497/"
"1004","tt0366555","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Dead Scared","Feature Film","Rolfe Kanefsky","","5.6","87","2004","comedy, horror","1517","2004-03-06","http://www.imdb.com/title/tt0366555/"
"1005","tt0151239","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Kolobos","Feature Film","Daniel Liatowitsch, David Todd Ocvirk","","5.3","84","1999","horror, mystery, thriller","1261","1999-09-28","http://www.imdb.com/title/tt0151239/"
"1006","tt0277412","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Unspeakable","Feature Film","Thomas J. Wright","","3.2","108","2002","horror, thriller","1097","2002-04","http://www.imdb.com/title/tt0277412/"
"1007","tt0094939","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Daffy Duck's Quackbusters","Feature Film","Greg Ford, Friz Freleng","","7.2","72","1988","animation, comedy, family, horror","1579","1988-09-24","http://www.imdb.com/title/tt0094939/"
"1008","tt0065073","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Taste the Blood of Dracula","Feature Film","Peter Sasdy","","6.4","91","1970","drama, fantasy, horror, thriller","3442","1970-05-07","http://www.imdb.com/title/tt0065073/"
"1009","tt0064949","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Scream and Scream Again","Feature Film","Gordon Hessler","","5.7","95","1970","horror, sci_fi, crime, mystery, thriller","2153","1970-01","http://www.imdb.com/title/tt0064949/"
"1010","tt0070694","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Silent Night, Bloody Night","Feature Film","Theodore Gershuny","","5.3","81","1972","horror, mystery, thriller","1885","1972-11","http://www.imdb.com/title/tt0070694/"
"1011","tt0217331","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Convent","Feature Film","Mike Mendez","","5.0","79","2000","comedy, fantasy, horror","2037","2000-01-21","http://www.imdb.com/title/tt0217331/"
"1012","tt0092576","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","StageFright","Feature Film","Michael Soavi","","6.9","90","1987","horror","4253","1987-01","http://www.imdb.com/title/tt0092576/"
"1013","tt0072869","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Devil's Rain","Feature Film","Robert Fuest","","4.6","86","1975","horror","2163","1975-07","http://www.imdb.com/title/tt0072869/"
"1014","tt0067713","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Scars of Dracula","Feature Film","Roy Ward Baker","","6.2","96","1970","horror","3320","1970-11-08","http://www.imdb.com/title/tt0067713/"
"1015","tt0084395","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","a.k.a ""National lampoon's Class Reunion""","Class Reunion","Feature Film","Michael Miller","","4.6","84","1982","comedy, horror","1563","1982-10-29","http://www.imdb.com/title/tt0084395/"
"1016","tt0083296","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Visiting Hours","Feature Film","Jean Claude Lord","","5.5","105","1982","horror, thriller","2452","1982-04-18","http://www.imdb.com/title/tt0083296/"
"1017","tt0099578","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The First Power","Feature Film","Robert Resnikoff","","5.7","98","1990","crime, horror, thriller","2554","1990-04-06","http://www.imdb.com/title/tt0099578/"
"1018","tt0066578","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Wizard of Gore","Feature Film","Herschell Gordon Lewis","","5.5","95","1970","horror","2383","1970-10-23","http://www.imdb.com/title/tt0066578/"
"1019","tt0319728","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Last Horror Movie","Feature Film","Julian Richards","","5.6","80","2003","horror, thriller","3266","2003-08-24","http://www.imdb.com/title/tt0319728/"
"1020","tt0098412","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Sundown: The Vampire in Retreat","Feature Film","Anthony Hickox","","6.3","104","1989","comedy, horror, western","1602","1989-05","http://www.imdb.com/title/tt0098412/"
"1021","tt0103743","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Eight Immortals Restaurant: The Untold Story","Feature Film","Danny Lee, Herman Yau","","7.0","96","1993","comedy, crime, horror","2335","1993-05-13","http://www.imdb.com/title/tt0103743/"
"1022","tt0095756","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Not of This Earth","Feature Film","Jim Wynorski","","4.5","81","1988","comedy, horror, sci_fi","1601","1988-05-20","http://www.imdb.com/title/tt0095756/"
"1023","tt0093091","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Ghoulies II","Feature Film","Albert Band","","4.2","89","1988","comedy, horror","3084","1988-10-05","http://www.imdb.com/title/tt0093091/"
"1024","tt0078417","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Bermuda Triangle","Feature Film","René Cardona Jr.","","4.5","112","1978","horror, sci_fi, mystery","602","1978-02-10","http://www.imdb.com/title/tt0078417/"
"1025","tt0065854","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The House That Dripped Blood","Feature Film","Peter Duffell","","6.6","102","1971","horror","3087","1971-02-22","http://www.imdb.com/title/tt0065854/"
"1026","tt0069343","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Black Belly of the Tarantula","Feature Film","Paolo Cavara","","6.5","89","1971","horror, mystery, thriller","1707","1971-08-12","http://www.imdb.com/title/tt0069343/"
"1027","tt0065436","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Even Dwarfs Started Small","Feature Film","Werner Herzog","","7.1","96","1970","comedy, drama","4171","1970-05","http://www.imdb.com/title/tt0065436/"
"1028","tt0068416","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","What Have You Done to Solange?","Feature Film","Massimo Dallamano","","7.1","103","1972","horror, mystery, thriller","2530","1972-03-09","http://www.imdb.com/title/tt0068416/"
"1029","tt0080402","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Awakening","Feature Film","Mike Newell","","4.9","105","1980","horror","1400","1980-07-31","http://www.imdb.com/title/tt0080402/"
"1030","tt0086014","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Nightmares","Feature Film","Joseph Sargent","","5.7","99","1983","horror, sci_fi","1937","1983-09-02","http://www.imdb.com/title/tt0086014/"
"1031","tt0088851","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Bride","Feature Film","Franc Roddam","","5.3","118","1985","fantasy, horror, romance, sci_fi","2244","1985-08-16","http://www.imdb.com/title/tt0088851/"
"1032","tt0067055","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Equinox","Feature Film","Jack Woods","","5.3","80","1970","horror, adventure, mystery","2165","1970-07","http://www.imdb.com/title/tt0067055/"
"1033","tt0099612","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Roger Corman's Frankenstein Unbound","Feature Film","Roger Corman","","5.4","85","1990","drama, horror, sci_fi","2901","1990-11-02","http://www.imdb.com/title/tt0099612/"
"1034","tt0097001","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","C.H.U.D. II - Bud the Chud","Feature Film","David Irving","","3.7","84","1989","comedy, horror, sci_fi","2325","1989-09-27","http://www.imdb.com/title/tt0097001/"
"1035","tt0097911","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Moontrap","Feature Film","Robert Dyke","","5.0","92","1989","horror, sci_fi","1966","1989-04-28","http://www.imdb.com/title/tt0097911/"
"1036","tt0106792","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Ed and His Dead Mother","Feature Film","Jonathan Wacks","","6.1","93","1993","horror, comedy","1428","1993-11-17","http://www.imdb.com/title/tt0106792/"
"1037","tt0094962","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Dead Next Door","Feature Film","J.R. Bookwalter","","5.2","78","1989","horror","2273","1989-11","http://www.imdb.com/title/tt0094962/"
"1038","tt0088772","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Boggy Creek II: And the Legend Continues","Feature Film","Charles B. Pierce","","2.3","91","1984","adventure, drama, horror, mystery, thriller","2683","1984-02-13","http://www.imdb.com/title/tt0088772/"
"1039","tt0093996","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Slumber Party Massacre II","Feature Film","Deborah Brock","","4.4","77","1987","comedy, horror","2532","1987-03-06","http://www.imdb.com/title/tt0093996/"
"1040","tt0095871","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Pin","Feature Film","Sandor Stern","","6.7","103","1988","horror, thriller","2649","1988-05-16","http://www.imdb.com/title/tt0095871/"
"1041","tt0089679","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The New Kids","Feature Film","Sean S. Cunningham","","5.9","86","1985","drama, horror, thriller","1571","1985-01-18","http://www.imdb.com/title/tt0089679/"
"1042","tt0092842","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Dead of Winter","Feature Film","Arthur Penn","","6.3","100","1987","drama, horror, thriller","2353","1987-01","http://www.imdb.com/title/tt0092842/"
"1043","tt0075433","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Witch Who Came from the Sea","Feature Film","Matt Cimber","","5.5","83","1976","drama, horror","774","1976-01-02","http://www.imdb.com/title/tt0075433/"
"1044","tt0076295","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Last House on Dead End Street","Feature Film","Victor Janos","","5.4","78","1977","horror","1443","1977-05","http://www.imdb.com/title/tt0076295/"
"1045","tt0211971","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Naked Massacre","Feature Film","Denis Héroux","","5.2","92","1976","drama, thriller","519","1976-03-12","http://www.imdb.com/title/tt0211971/"
"1046","tt0074611","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Haunting of Julia","Feature Film","Richard Loncraine","","6.3","98","1977","drama, horror, mystery","1151","1977-09-11","http://www.imdb.com/title/tt0074611/"
"1047","tt0070297","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Legend of the 7 Golden Vampires","Feature Film","Roy Ward Baker","","6.0","83","1974","horror","2699","1974-07-11","http://www.imdb.com/title/tt0070297/"
"1048","tt0078067","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Patrick","Feature Film","Richard Franklin","","6.1","112","1978","horror, sci_fi, thriller","1870","1978-10-01","http://www.imdb.com/title/tt0078067/"
"1049","tt0076478","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Nurse Sherri","Feature Film","Al Adamson","","2.6","88","1978","horror","371","1978-08","http://www.imdb.com/title/tt0076478/"
"1050","tt0067489","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","What the Peeper Saw","Feature Film","James Kelly, Andrea Bianchi","","6.0","89","1972","crime, drama, horror, mystery, thriller","419","1972-10-14","http://www.imdb.com/title/tt0067489/"
"1051","tt0082338","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Escape 2000","Feature Film","Brian Trenchard-Smith","","5.9","93","1982","drama, horror, sci_fi, thriller","1964","1982-03-25","http://www.imdb.com/title/tt0082338/"
"1052","tt0068370","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Children Shouldn't Play with Dead Things","Feature Film","Benjamin Clark","","5.5","87","1972","comedy, fantasy, horror","3019","1972-06-09","http://www.imdb.com/title/tt0068370/"
"1053","tt0068424","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Creeping Flesh","Feature Film","Freddie Francis","","6.3","94","1973","horror, sci_fi","2071","1973-02-12","http://www.imdb.com/title/tt0068424/"
"1054","tt0073615","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Reincarnation of Peter Proud","Feature Film","J. Lee Thompson","","6.6","105","1975","horror, mystery","1041","1975-04-25","http://www.imdb.com/title/tt0073615/"
"1055","tt0075930","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","God Told Me To","Feature Film","Larry Cohen","","6.3","91","1976","crime, horror, sci_fi, mystery, thriller","2874","1976-11","http://www.imdb.com/title/tt0075930/"
"1056","tt0074287","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The House of the Laughing Windows","Feature Film","Pupi Avati","","7.2","110","1976","horror, mystery, thriller","3293","1976-08-16","http://www.imdb.com/title/tt0074287/"
"1057","tt0069390","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","All the Colors of the Dark","Feature Film","Sergio Martino","","6.8","94","1972","horror","1617","1972-02-28","http://www.imdb.com/title/tt0069390/"
"1058","tt0094701","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Bad Dreams","Feature Film","Andrew Fleming","","5.6","80","1988","horror, thriller","2357","1988-04-08","http://www.imdb.com/title/tt0094701/"
"1059","tt0093176","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Prom Night II","Feature Film","Bruce Pittman","","5.5","97","1987","horror, thriller","3060","1987-05-11","http://www.imdb.com/title/tt0093176/"
"1060","tt0091544","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Monster in the Closet","Feature Film","Bob Dahlin","","4.8","90","1986","comedy, horror, sci_fi","1757","1986-05-15","http://www.imdb.com/title/tt0091544/"
"1061","tt0091415","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Link","Feature Film","Richard Franklin","","5.9","103","1986","horror","1915","1986-01","http://www.imdb.com/title/tt0091415/"
"1062","tt0092297","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Zombie Nightmare","Feature Film","Jack Bravman","","2.2","89","1987","horror","2374","1987-10-13","http://www.imdb.com/title/tt0092297/"
"1063","tt0096142","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Sorority Babes in the Slimeball Bowl-O-Rama","Feature Film","David DeCoteau","","4.5","80","1988","comedy, horror","1768","1988-01-01","http://www.imdb.com/title/tt0096142/"
"1064","tt0092669","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Blood Diner","Feature Film","Jackie Kong","","5.1","88","1987","comedy, horror","2552","1987-07-10","http://www.imdb.com/title/tt0092669/"
"1065","tt0095924","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Pulse","Feature Film","Paul Golding","","5.4","95","1988","horror, sci_fi","1569","1988-03-04","http://www.imdb.com/title/tt0095924/"
"1066","tt0072354","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Vampyres","Feature Film","Joseph Larraz","","6.2","87","1974","horror","2102","1974","http://www.imdb.com/title/tt0072354/"
"1067","tt0078398","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Ilsa the Tigress of Siberia","Feature Film","Jean Lafleur","","4.9","90","1977","horror","1232","1977-09-30","http://www.imdb.com/title/tt0078398/"
"1068","tt0072960","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Trauma","Feature Film","James Kenelm Clarke","","5.3","84","1976","thriller","624","1976-03","http://www.imdb.com/title/tt0072960/"
"1069","tt0123847","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Tropical Inferno","Feature Film","Jess Franco","","4.6","75","1978","action, crime, drama, horror","415","1978-03-17","http://www.imdb.com/title/tt0123847/"
"1070","tt0074226","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Blue Sunshine","Feature Film","Jeff Lieberman","","6.1","94","1977","horror, thriller","1655","1977-11-01","http://www.imdb.com/title/tt0074226/"
"1071","tt0079482","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Long Weekend","Feature Film","Colin Eggleston","","6.7","97","1978","horror, mystery, thriller","2395","1978-10","http://www.imdb.com/title/tt0079482/"
"1072","tt0070444","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Night Watch","Feature Film","Brian G. Hutton","","6.4","99","1973","horror, mystery, thriller","614","1973-08-09","http://www.imdb.com/title/tt0070444/"
"1073","tt0068649","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Gore Gore Girls","Feature Film","Herschell Gordon Lewis","","5.5","81","1972","comedy, horror, mystery","1610","1972-12","http://www.imdb.com/title/tt0068649/"
"1074","tt0067871","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Toy Box","Feature Film","Ron Garcia","","5.0","89","1971","horror, sci_fi","313","1971-08","http://www.imdb.com/title/tt0067871/"
"1075","tt0068290","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Blood from the Mummy's Tomb","Feature Film","Seth Holt","","5.8","94","1971","horror","1841","1971-10-14","http://www.imdb.com/title/tt0068290/"
"1076","tt0068457","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Dead of Night","Feature Film","Bob Clark","","6.8","88","1974","horror","2850","1974-08-29","http://www.imdb.com/title/tt0068457/"
"1077","tt0067367","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","Lust for a Vampire","Feature Film","Jimmy Sangster","","5.8","95","1971","horror","1526","1971-01-17","http://www.imdb.com/title/tt0067367/"
"1078","tt0067419","Sun May 12 17:23:42 2013","Sun May 12 17:23:42 2013","","The Mephisto Waltz","Feature Film","Paul Wendkos","","6.0","115","1971","horror, mystery, thriller","1486","1971-04-09","http://www.imdb.com/title/tt0067419/"
"1079","tt0071200","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Beast Must Die","Feature Film","Paul Annett","","5.8","93","1974","horror, mystery","1958","1974-04-22","http://www.imdb.com/title/tt0071200/"
"1080","tt0066982","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Demons of the Mind","Feature Film","Peter Sykes","","5.5","89","1972","horror, thriller","901","1972-11-05","http://www.imdb.com/title/tt0066982/"
"1081","tt0084854","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Venom","Feature Film","Piers Haggard","","5.9","93","1981","horror, thriller","1481","1981-11-28","http://www.imdb.com/title/tt0084854/"
"1082","tt0075651","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Beyond the Door II","Feature Film","Mario Bava","","6.3","95","1977","horror","2251","1977-08-12","http://www.imdb.com/title/tt0075651/"
"1083","tt0141996","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Wolfman","Feature Film","Worth Keeter","","2.6","102","1979","horror","268","1979-02","http://www.imdb.com/title/tt0141996/"
"1084","tt0093589","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","My Demon Lover","Feature Film","Charlie Loventhal","","4.6","90","1987","comedy, fantasy, horror","870","1987-04-24","http://www.imdb.com/title/tt0093589/"
"1085","tt0096340","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Unholy","Feature Film","Camilo Vila","","4.9","102","1988","horror","975","1988-01-08","http://www.imdb.com/title/tt0096340/"
"1086","tt0066053","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","The Man Who Haunted Himself","Feature Film","Basil Dearden","","6.4","94","1970","thriller","1210","1970-02-18","http://www.imdb.com/title/tt0066053/"
"1087","tt0067454","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Multiple Maniacs","Feature Film","John Waters","","7.1","91","1970","comedy, crime, horror","1230","1970-04-10","http://www.imdb.com/title/tt0067454/"
"1088","tt0066492","Sun May 12 17:23:43 2013","Sun May 12 17:23:43 2013","","Trog","Feature Film","Freddie Francis","","3.5","93","1970","horror","1585","1970-09","http://www.imdb.com/title/tt0066492/"
